10296	LILAS	6	1996-09-03 00:00:00.000	1996-10-01 00:00:00.000	1996-09-11 00:00:00.000	Barquisimeto	Venezuela
10297	BLONP	5	1996-09-04 00:00:00.000	1996-10-16 00:00:00.000	1996-09-10 00:00:00.000	Strasbourg	France
10298	HUNGO	6	1996-09-05 00:00:00.000	1996-10-03 00:00:00.000	1996-09-11 00:00:00.000	Cork	Ireland
10299	RICAR	4	1996-09-06 00:00:00.000	1996-10-04 00:00:00.000	1996-09-13 00:00:00.000	Rio de Janeiro	Brazil
10300	MAGAA	2	1996-09-09 00:00:00.000	1996-10-07 00:00:00.000	1996-09-18 00:00:00.000	Bergamo	Italy
10301	WANDK	8	1996-09-09 00:00:00.000	1996-10-07 00:00:00.000	1996-09-17 00:00:00.000	Stuttgart	Germany
10302	SUPRD	4	1996-09-10 00:00:00.000	1996-10-08 00:00:00.000	1996-10-09 00:00:00.000	Charleroi	Belgium
10303	GODOS	7	1996-09-11 00:00:00.000	1996-10-09 00:00:00.000	1996-09-18 00:00:00.000	Sevilla	Spain
10304	TORTU	1	1996-09-12 00:00:00.000	1996-10-10 00:00:00.000	1996-09-17 00:00:00.000	Mexico D.F.	Mexico
10305	OLDWO	8	1996-09-13 00:00:00.000	1996-10-11 00:00:00.000	1996-10-09 00:00:00.000	Anchorage	USA
10306	ROMEY	1	1996-09-16 00:00:00.000	1996-10-14 00:00:00.000	1996-09-23 00:00:00.000	Madrid	Spain
10307	LONEP	2	1996-09-17 00:00:00.000	1996-10-15 00:00:00.000	1996-09-25 00:00:00.000	Portland	USA
10308	ANATR	7	1996-09-18 00:00:00.000	1996-10-16 00:00:00.000	1996-09-24 00:00:00.000	Mexico D.F.	Mexico
10309	HUNGO	3	1996-09-19 00:00:00.000	1996-10-17 00:00:00.000	1996-10-23 00:00:00.000	Cork	Ireland
10310	THEBI	8	1996-09-20 00:00:00.000	1996-10-18 00:00:00.000	1996-09-27 00:00:00.000	Portland	USA
10311	DUMON	1	1996-09-20 00:00:00.000	1996-10-04 00:00:00.000	1996-09-26 00:00:00.000	Nantes	France
10312	WANDK	2	1996-09-23 00:00:00.000	1996-10-21 00:00:00.000	1996-10-03 00:00:00.000	Stuttgart	Germany
10313	QUICK	2	1996-09-24 00:00:00.000	1996-10-22 00:00:00.000	1996-10-04 00:00:00.000	Cunewalde	Germany
10314	RATTC	1	1996-09-25 00:00:00.000	1996-10-23 00:00:00.000	1996-10-04 00:00:00.000	Albuquerque	USA
10315	ISLAT	4	1996-09-26 00:00:00.000	1996-10-24 00:00:00.000	1996-10-03 00:00:00.000	Cowes	UK
10316	RATTC	1	1996-09-27 00:00:00.000	1996-10-25 00:00:00.000	1996-10-08 00:00:00.000	Albuquerque	USA
10317	LONEP	6	1996-09-30 00:00:00.000	1996-10-28 00:00:00.000	1996-10-10 00:00:00.000	Portland	USA
10318	ISLAT	8	1996-10-01 00:00:00.000	1996-10-29 00:00:00.000	1996-10-04 00:00:00.000	Cowes	UK
10319	TORTU	7	1996-10-02 00:00:00.000	1996-10-30 00:00:00.000	1996-10-11 00:00:00.000	Mexico D.F.	Mexico
10320	WARTH	5	1996-10-03 00:00:00.000	1996-10-17 00:00:00.000	1996-10-18 00:00:00.000	Oulu	Finland
10321	ISLAT	3	1996-10-03 00:00:00.000	1996-10-31 00:00:00.000	1996-10-11 00:00:00.000	Cowes	UK
10322	PERIC	7	1996-10-04 00:00:00.000	1996-11-01 00:00:00.000	1996-10-23 00:00:00.000	Mexico D.F.	Mexico
10323	KOENE	4	1996-10-07 00:00:00.000	1996-11-04 00:00:00.000	1996-10-14 00:00:00.000	Brandenburg	Germany
10324	SAVEA	9	1996-10-08 00:00:00.000	1996-11-05 00:00:00.000	1996-10-10 00:00:00.000	Boise	USA
10325	KOENE	1	1996-10-09 00:00:00.000	1996-10-23 00:00:00.000	1996-10-14 00:00:00.000	Brandenburg	Germany
10326	BOLID	4	1996-10-10 00:00:00.000	1996-11-07 00:00:00.000	1996-10-14 00:00:00.000	Madrid	Spain
10327	FOLKO	2	1996-10-11 00:00:00.000	1996-11-08 00:00:00.000	1996-10-14 00:00:00.000	Bracke	Sweden
10328	FURIB	4	1996-10-14 00:00:00.000	1996-11-11 00:00:00.000	1996-10-17 00:00:00.000	Lisboa	Portugal
10329	SPLIR	4	1996-10-15 00:00:00.000	1996-11-26 00:00:00.000	1996-10-23 00:00:00.000	Lander	USA
10330	LILAS	3	1996-10-16 00:00:00.000	1996-11-13 00:00:00.000	1996-10-28 00:00:00.000	Barquisimeto	Venezuela
10331	BONAP	9	1996-10-16 00:00:00.000	1996-11-27 00:00:00.000	1996-10-21 00:00:00.000	Marseille	France
10332	MEREP	3	1996-10-17 00:00:00.000	1996-11-28 00:00:00.000	1996-10-21 00:00:00.000	Montreal	Canada
10333	WARTH	5	1996-10-18 00:00:00.000	1996-11-15 00:00:00.000	1996-10-25 00:00:00.000	Oulu	Finland
10334	VICTE	8	1996-10-21 00:00:00.000	1996-11-18 00:00:00.000	1996-10-28 00:00:00.000	Lyon	France
10335	HUNGO	7	1996-10-22 00:00:00.000	1996-11-19 00:00:00.000	1996-10-24 00:00:00.000	Cork	Ireland
10336	PRINI	7	1996-10-23 00:00:00.000	1996-11-20 00:00:00.000	1996-10-25 00:00:00.000	Lisboa	Portugal
10337	FRANK	4	1996-10-24 00:00:00.000	1996-11-21 00:00:00.000	1996-10-29 00:00:00.000	Munchen	Germany
10338	OLDWO	4	1996-10-25 00:00:00.000	1996-11-22 00:00:00.000	1996-10-29 00:00:00.000	Anchorage	USA
10339	MEREP	2	1996-10-28 00:00:00.000	1996-11-25 00:00:00.000	1996-11-04 00:00:00.000	Montreal	Canada
10340	BONAP	1	1996-10-29 00:00:00.000	1996-11-26 00:00:00.000	1996-11-08 00:00:00.000	Marseille	France
10341	SIMOB	7	1996-10-29 00:00:00.000	1996-11-26 00:00:00.000	1996-11-05 00:00:00.000	Kobenhavn	Denmark
10342	FRANK	4	1996-10-30 00:00:00.000	1996-11-13 00:00:00.000	1996-11-04 00:00:00.000	Munchen	Germany
10343	LEHMS	4	1996-10-31 00:00:00.000	1996-11-28 00:00:00.000	1996-11-06 00:00:00.000	Frankfurt a.M.	Germany
10344	WHITC	4	1996-11-01 00:00:00.000	1996-11-29 00:00:00.000	1996-11-05 00:00:00.000	Seattle	USA
10345	QUICK	2	1996-11-04 00:00:00.000	1996-12-02 00:00:00.000	1996-11-11 00:00:00.000	Cunewalde	Germany
10346	RATTC	3	1996-11-05 00:00:00.000	1996-12-17 00:00:00.000	1996-11-08 00:00:00.000	Albuquerque	USA
10347	FAMIA	4	1996-11-06 00:00:00.000	1996-12-04 00:00:00.000	1996-11-08 00:00:00.000	Sao Paulo	Brazil
10348	WANDK	4	1996-11-07 00:00:00.000	1996-12-05 00:00:00.000	1996-11-15 00:00:00.000	Stuttgart	Germany
10349	SPLIR	7	1996-11-08 00:00:00.000	1996-12-06 00:00:00.000	1996-11-15 00:00:00.000	Lander	USA
10350	LAMAI	6	1996-11-11 00:00:00.000	1996-12-09 00:00:00.000	1996-12-03 00:00:00.000	Toulouse	France
10351	ERNSH	1	1996-11-11 00:00:00.000	1996-12-09 00:00:00.000	1996-11-20 00:00:00.000	Graz	Austria
10352	FURIB	3	1996-11-12 00:00:00.000	1996-11-26 00:00:00.000	1996-11-18 00:00:00.000	Lisboa	Portugal
10353	PICCO	7	1996-11-13 00:00:00.000	1996-12-11 00:00:00.000	1996-11-25 00:00:00.000	Salzburg	Austria
10354	PERIC	8	1996-11-14 00:00:00.000	1996-12-12 00:00:00.000	1996-11-20 00:00:00.000	Mexico D.F.	Mexico
10355	AROUT	6	1996-11-15 00:00:00.000	1996-12-13 00:00:00.000	1996-11-20 00:00:00.000	Colchester	UK
10356	WANDK	6	1996-11-18 00:00:00.000	1996-12-16 00:00:00.000	1996-11-27 00:00:00.000	Stuttgart	Germany
10357	LILAS	1	1996-11-19 00:00:00.000	1996-12-17 00:00:00.000	1996-12-02 00:00:00.000	Barquisimeto	Venezuela
10358	LAMAI	5	1996-11-20 00:00:00.000	1996-12-18 00:00:00.000	1996-11-27 00:00:00.000	Toulouse	France
10359	SEVES	5	1996-11-21 00:00:00.000	1996-12-19 00:00:00.000	1996-11-26 00:00:00.000	London	UK
10360	BLONP	4	1996-11-22 00:00:00.000	1996-12-20 00:00:00.000	1996-12-02 00:00:00.000	Strasbourg	France
10361	QUICK	1	1996-11-22 00:00:00.000	1996-12-20 00:00:00.000	1996-12-03 00:00:00.000	Cunewalde	Germany
10362	BONAP	3	1996-11-25 00:00:00.000	1996-12-23 00:00:00.000	1996-11-28 00:00:00.000	Marseille	France
10363	DRACD	4	1996-11-26 00:00:00.000	1996-12-24 00:00:00.000	1996-12-04 00:00:00.000	Aachen	Germany
10364	EASTC	1	1996-11-26 00:00:00.000	1997-01-07 00:00:00.000	1996-12-04 00:00:00.000	London	UK
10365	ANTON	3	1996-11-27 00:00:00.000	1996-12-25 00:00:00.000	1996-12-02 00:00:00.000	Mexico D.F.	Mexico
10366	GALED	8	1996-11-28 00:00:00.000	1997-01-09 00:00:00.000	1996-12-30 00:00:00.000	Barcelona	Spain
10367	VAFFE	7	1996-11-28 00:00:00.000	1996-12-26 00:00:00.000	1996-12-02 00:00:00.000	Arhus	Denmark
10368	ERNSH	2	1996-11-29 00:00:00.000	1996-12-27 00:00:00.000	1996-12-02 00:00:00.000	Graz	Austria
10369	SPLIR	8	1996-12-02 00:00:00.000	1996-12-30 00:00:00.000	1996-12-09 00:00:00.000	Lander	USA
10370	CHOPS	6	1996-12-03 00:00:00.000	1996-12-31 00:00:00.000	1996-12-27 00:00:00.000	Bern	Switzerland
10371	LAMAI	1	1996-12-03 00:00:00.000	1996-12-31 00:00:00.000	1996-12-24 00:00:00.000	Toulouse	France
10372	QUEEN	5	1996-12-04 00:00:00.000	1997-01-01 00:00:00.000	1996-12-09 00:00:00.000	Sao Paulo	Brazil
10373	HUNGO	4	1996-12-05 00:00:00.000	1997-01-02 00:00:00.000	1996-12-11 00:00:00.000	Cork	Ireland
10374	WOLZA	1	1996-12-05 00:00:00.000	1997-01-02 00:00:00.000	1996-12-09 00:00:00.000	Warszawa	Poland
10375	HUNGC	3	1996-12-06 00:00:00.000	1997-01-03 00:00:00.000	1996-12-09 00:00:00.000	Elgin	USA
10376	MEREP	1	1996-12-09 00:00:00.000	1997-01-06 00:00:00.000	1996-12-13 00:00:00.000	Montreal	Canada
10377	SEVES	1	1996-12-09 00:00:00.000	1997-01-06 00:00:00.000	1996-12-13 00:00:00.000	London	UK
10378	FOLKO	5	1996-12-10 00:00:00.000	1997-01-07 00:00:00.000	1996-12-19 00:00:00.000	Bracke	Sweden
10379	QUEDE	2	1996-12-11 00:00:00.000	1997-01-08 00:00:00.000	1996-12-13 00:00:00.000	Rio de Janeiro	Brazil
10380	HUNGO	8	1996-12-12 00:00:00.000	1997-01-09 00:00:00.000	1997-01-16 00:00:00.000	Cork	Ireland
10381	LILAS	3	1996-12-12 00:00:00.000	1997-01-09 00:00:00.000	1996-12-13 00:00:00.000	Barquisimeto	Venezuela
10382	ERNSH	4	1996-12-13 00:00:00.000	1997-01-10 00:00:00.000	1996-12-16 00:00:00.000	Graz	Austria
10383	AROUT	8	1996-12-16 00:00:00.000	1997-01-13 00:00:00.000	1996-12-18 00:00:00.000	Colchester	UK
10384	BERGS	3	1996-12-16 00:00:00.000	1997-01-13 00:00:00.000	1996-12-20 00:00:00.000	Lulea	Sweden
10385	SPLIR	1	1996-12-17 00:00:00.000	1997-01-14 00:00:00.000	1996-12-23 00:00:00.000	Lander	USA
10386	FAMIA	9	1996-12-18 00:00:00.000	1997-01-01 00:00:00.000	1996-12-25 00:00:00.000	Sao Paulo	Brazil
10387	SANTG	1	1996-12-18 00:00:00.000	1997-01-15 00:00:00.000	1996-12-20 00:00:00.000	Stavern	Norway
10388	SEVES	2	1996-12-19 00:00:00.000	1997-01-16 00:00:00.000	1996-12-20 00:00:00.000	London	UK
10389	BOTTM	4	1996-12-20 00:00:00.000	1997-01-17 00:00:00.000	1996-12-24 00:00:00.000	Tsawassen	Canada
10390	ERNSH	6	1996-12-23 00:00:00.000	1997-01-20 00:00:00.000	1996-12-26 00:00:00.000	Graz	Austria
10391	DRACD	3	1996-12-23 00:00:00.000	1997-01-20 00:00:00.000	1996-12-31 00:00:00.000	Aachen	Germany
10392	PICCO	2	1996-12-24 00:00:00.000	1997-01-21 00:00:00.000	1997-01-01 00:00:00.000	Salzburg	Austria
10393	SAVEA	1	1996-12-25 00:00:00.000	1997-01-22 00:00:00.000	1997-01-03 00:00:00.000	Boise	USA
10394	HUNGC	1	1996-12-25 00:00:00.000	1997-01-22 00:00:00.000	1997-01-03 00:00:00.000	Elgin	USA
10395	HILAA	6	1996-12-26 00:00:00.000	1997-01-23 00:00:00.000	1997-01-03 00:00:00.000	San Cristobal	Venezuela
10396	FRANK	1	1996-12-27 00:00:00.000	1997-01-10 00:00:00.000	1997-01-06 00:00:00.000	Munchen	Germany
10397	PRINI	5	1996-12-27 00:00:00.000	1997-01-24 00:00:00.000	1997-01-02 00:00:00.000	Lisboa	Portugal
10398	SAVEA	2	1996-12-30 00:00:00.000	1997-01-27 00:00:00.000	1997-01-09 00:00:00.000	Boise	USA
10399	VAFFE	8	1996-12-31 00:00:00.000	1997-01-14 00:00:00.000	1997-01-08 00:00:00.000	Arhus	Denmark
10400	EASTC	1	1997-01-01 00:00:00.000	1997-01-29 00:00:00.000	1997-01-16 00:00:00.000	London	UK
10401	RATTC	1	1997-01-01 00:00:00.000	1997-01-29 00:00:00.000	1997-01-10 00:00:00.000	Albuquerque	USA
10402	ERNSH	8	1997-01-02 00:00:00.000	1997-02-13 00:00:00.000	1997-01-10 00:00:00.000	Graz	Austria
10403	ERNSH	4	1997-01-03 00:00:00.000	1997-01-31 00:00:00.000	1997-01-09 00:00:00.000	Graz	Austria
10404	MAGAA	2	1997-01-03 00:00:00.000	1997-01-31 00:00:00.000	1997-01-08 00:00:00.000	Bergamo	Italy
10405	LINOD	1	1997-01-06 00:00:00.000	1997-02-03 00:00:00.000	1997-01-22 00:00:00.000	I. de Margarita	Venezuela
10406	QUEEN	7	1997-01-07 00:00:00.000	1997-02-18 00:00:00.000	1997-01-13 00:00:00.000	Sao Paulo	Brazil
10407	OTTIK	2	1997-01-07 00:00:00.000	1997-02-04 00:00:00.000	1997-01-30 00:00:00.000	Koln	Germany
10408	FOLIG	8	1997-01-08 00:00:00.000	1997-02-05 00:00:00.000	1997-01-14 00:00:00.000	Lille	France
10409	OCEAN	3	1997-01-09 00:00:00.000	1997-02-06 00:00:00.000	1997-01-14 00:00:00.000	Buenos Aires	Argentina
10410	BOTTM	3	1997-01-10 00:00:00.000	1997-02-07 00:00:00.000	1997-01-15 00:00:00.000	Tsawassen	Canada
10411	BOTTM	9	1997-01-10 00:00:00.000	1997-02-07 00:00:00.000	1997-01-21 00:00:00.000	Tsawassen	Canada
10412	WARTH	8	1997-01-13 00:00:00.000	1997-02-10 00:00:00.000	1997-01-15 00:00:00.000	Oulu	Finland
10413	LAMAI	3	1997-01-14 00:00:00.000	1997-02-11 00:00:00.000	1997-01-16 00:00:00.000	Toulouse	France
10414	FAMIA	2	1997-01-14 00:00:00.000	1997-02-11 00:00:00.000	1997-01-17 00:00:00.000	Sao Paulo	Brazil
10415	HUNGC	3	1997-01-15 00:00:00.000	1997-02-12 00:00:00.000	1997-01-24 00:00:00.000	Elgin	USA
10416	WARTH	8	1997-01-16 00:00:00.000	1997-02-13 00:00:00.000	1997-01-27 00:00:00.000	Oulu	Finland
10417	SIMOB	4	1997-01-16 00:00:00.000	1997-02-13 00:00:00.000	1997-01-28 00:00:00.000	Kobenhavn	Denmark
10418	QUICK	4	1997-01-17 00:00:00.000	1997-02-14 00:00:00.000	1997-01-24 00:00:00.000	Cunewalde	Germany
10419	RICSU	4	1997-01-20 00:00:00.000	1997-02-17 00:00:00.000	1997-01-30 00:00:00.000	Geneve	Switzerland
10420	WELLI	3	1997-01-21 00:00:00.000	1997-02-18 00:00:00.000	1997-01-27 00:00:00.000	Resende	Brazil
10421	QUEDE	8	1997-01-21 00:00:00.000	1997-03-04 00:00:00.000	1997-01-27 00:00:00.000	Rio de Janeiro	Brazil
10422	FRANS	2	1997-01-22 00:00:00.000	1997-02-19 00:00:00.000	1997-01-31 00:00:00.000	Torino	Italy
10423	GOURL	6	1997-01-23 00:00:00.000	1997-02-06 00:00:00.000	1997-02-24 00:00:00.000	Campinas	Brazil
10424	MEREP	7	1997-01-23 00:00:00.000	1997-02-20 00:00:00.000	1997-01-27 00:00:00.000	Montreal	Canada
10425	LAMAI	6	1997-01-24 00:00:00.000	1997-02-21 00:00:00.000	1997-02-14 00:00:00.000	Toulouse	France
10426	GALED	4	1997-01-27 00:00:00.000	1997-02-24 00:00:00.000	1997-02-06 00:00:00.000	Barcelona	Spain
10427	PICCO	4	1997-01-27 00:00:00.000	1997-02-24 00:00:00.000	1997-03-03 00:00:00.000	Salzburg	Austria
10428	REGGC	7	1997-01-28 00:00:00.000	1997-02-25 00:00:00.000	1997-02-04 00:00:00.000	Reggio Emilia	Italy
10429	HUNGO	3	1997-01-29 00:00:00.000	1997-03-12 00:00:00.000	1997-02-07 00:00:00.000	Cork	Ireland
10430	ERNSH	4	1997-01-30 00:00:00.000	1997-02-13 00:00:00.000	1997-02-03 00:00:00.000	Graz	Austria
10431	BOTTM	4	1997-01-30 00:00:00.000	1997-02-13 00:00:00.000	1997-02-07 00:00:00.000	Tsawassen	Canada
10432	SPLIR	3	1997-01-31 00:00:00.000	1997-02-14 00:00:00.000	1997-02-07 00:00:00.000	Lander	USA
10433	PRINI	3	1997-02-03 00:00:00.000	1997-03-03 00:00:00.000	1997-03-04 00:00:00.000	Lisboa	Portugal
10434	FOLKO	3	1997-02-03 00:00:00.000	1997-03-03 00:00:00.000	1997-02-13 00:00:00.000	Bracke	Sweden
10435	CONSH	8	1997-02-04 00:00:00.000	1997-03-18 00:00:00.000	1997-02-07 00:00:00.000	London	UK
10436	BLONP	3	1997-02-05 00:00:00.000	1997-03-05 00:00:00.000	1997-02-11 00:00:00.000	Strasbourg	France
10437	WARTH	8	1997-02-05 00:00:00.000	1997-03-05 00:00:00.000	1997-02-12 00:00:00.000	Oulu	Finland
10438	TOMSP	3	1997-02-06 00:00:00.000	1997-03-06 00:00:00.000	1997-02-14 00:00:00.000	Munster	Germany
10439	MEREP	6	1997-02-07 00:00:00.000	1997-03-07 00:00:00.000	1997-02-10 00:00:00.000	Montreal	Canada
10440	SAVEA	4	1997-02-10 00:00:00.000	1997-03-10 00:00:00.000	1997-02-28 00:00:00.000	Boise	USA
10441	OLDWO	3	1997-02-10 00:00:00.000	1997-03-24 00:00:00.000	1997-03-14 00:00:00.000	Anchorage	USA
10442	ERNSH	3	1997-02-11 00:00:00.000	1997-03-11 00:00:00.000	1997-02-18 00:00:00.000	Graz	Austria
10443	REGGC	8	1997-02-12 00:00:00.000	1997-03-12 00:00:00.000	1997-02-14 00:00:00.000	Reggio Emilia	Italy
10444	BERGS	3	1997-02-12 00:00:00.000	1997-03-12 00:00:00.000	1997-02-21 00:00:00.000	Lulea	Sweden
10445	BERGS	3	1997-02-13 00:00:00.000	1997-03-13 00:00:00.000	1997-02-20 00:00:00.000	Lulea	Sweden
10446	TOMSP	6	1997-02-14 00:00:00.000	1997-03-14 00:00:00.000	1997-02-19 00:00:00.000	Munster	Germany
10447	RICAR	4	1997-02-14 00:00:00.000	1997-03-14 00:00:00.000	1997-03-07 00:00:00.000	Rio de Janeiro	Brazil
10448	RANCH	4	1997-02-17 00:00:00.000	1997-03-17 00:00:00.000	1997-02-24 00:00:00.000	Buenos Aires	Argentina
10449	BLONP	3	1997-02-18 00:00:00.000	1997-03-18 00:00:00.000	1997-02-27 00:00:00.000	Strasbourg	France
10450	VICTE	8	1997-02-19 00:00:00.000	1997-03-19 00:00:00.000	1997-03-11 00:00:00.000	Lyon	France
10451	QUICK	4	1997-02-19 00:00:00.000	1997-03-05 00:00:00.000	1997-03-12 00:00:00.000	Cunewalde	Germany
10452	SAVEA	8	1997-02-20 00:00:00.000	1997-03-20 00:00:00.000	1997-02-26 00:00:00.000	Boise	USA
10453	AROUT	1	1997-02-21 00:00:00.000	1997-03-21 00:00:00.000	1997-02-26 00:00:00.000	Colchester	UK
10454	LAMAI	4	1997-02-21 00:00:00.000	1997-03-21 00:00:00.000	1997-02-25 00:00:00.000	Toulouse	France
10455	WARTH	8	1997-02-24 00:00:00.000	1997-04-07 00:00:00.000	1997-03-03 00:00:00.000	Oulu	Finland
10456	KOENE	8	1997-02-25 00:00:00.000	1997-04-08 00:00:00.000	1997-02-28 00:00:00.000	Brandenburg	Germany
10457	KOENE	2	1997-02-25 00:00:00.000	1997-03-25 00:00:00.000	1997-03-03 00:00:00.000	Brandenburg	Germany
10458	SUPRD	7	1997-02-26 00:00:00.000	1997-03-26 00:00:00.000	1997-03-04 00:00:00.000	Charleroi	Belgium
10459	VICTE	4	1997-02-27 00:00:00.000	1997-03-27 00:00:00.000	1997-02-28 00:00:00.000	Lyon	France
10460	FOLKO	8	1997-02-28 00:00:00.000	1997-03-28 00:00:00.000	1997-03-03 00:00:00.000	Bracke	Sweden
10461	LILAS	1	1997-02-28 00:00:00.000	1997-03-28 00:00:00.000	1997-03-05 00:00:00.000	Barquisimeto	Venezuela
